Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,21608,2022-11-17,0.326808528,0.2211091727,0.2462953708,21,100
Market-Adjusted Model,21609,2022-11-17,0.1797663433,0.103464434,0.0992531861,21,100
Market-Adjusted Model,21612,2022-11-17,0.1678872979,0.0870175965,0.0873741407,21,100
Market-Adjusted Model,21613,2022-11-17,-0.10385757,-0.174403299,-0.184370727,21,100
Market-Adjusted Model,21614,2022-11-17,-0.1150332,-0.18237449,-0.195546357,21,100
Market-Adjusted Model,21615,2022-11-17,0.1110030629,0.0280882472,0.0304899057,21,100
Market-Adjusted Model,21616,2022-11-17,0.0812481074,0.0030193512,0.0007349502,21,100
Market-Adjusted Model,21617,2022-11-17,0.1476251168,0.0908993869,0.0671119596,21,100
Market-Adjusted Model,21618,2022-11-17,-0.167063667,-0.240187254,-0.247576824,21,100
Market-Adjusted Model,21619,2022-11-17,0.0066191997,-0.07372945,-0.073893958,21,100
Market-Adjusted Model,21620,2022-11-17,0.0979708371,0.0175849166,0.0174576799,21,100
Market-Adjusted Model,21621,2022-11-17,0.0333795809,-0.047359634,-0.047133576,21,100
Market-Adjusted Model,21622,2022-11-17,0.0970098125,0.0136263952,0.0164966554,21,100
Market-Adjusted Model,21623,2022-11-17,0.1052215413,0.0278900976,0.0247083841,21,100
Market-Adjusted Model,21624,2022-11-17,-0.422222245,-0.584690481,-0.502735402,21,100
Market-Adjusted Model,21625,2022-11-17,0.0045895029,-0.075734305,-0.075923654,21,100
Market-Adjusted Model,21626,2022-11-17,0.2810400665,0.184730038,0.2005269093,21,100
Market-Adjusted Model,21628,2022-11-17,0.0030394866,-0.077318181,-0.077473671,21,100
Market-Adjusted Model,21631,2022-11-17,0.0938628002,0.0131709489,0.013349643,21,100
Market-Adjusted Model,21633,2022-11-17,0.0743544791,-0.007422395,-0.006158678,21,100
Market-Adjusted Model,21634,2022-11-17,0.3703703264,0.2615466569,0.2898571693,21,100
Market-Adjusted Model,21635,2022-11-17,0.044051476,-0.036143538,-0.036461681,21,100
Market-Adjusted Model,21636,2022-11-17,0.0417655953,-0.038391913,-0.038747562,21,100
Market-Adjusted Model,21639,2022-11-17,0.0337927948,-0.0463435,-0.046720362,21,100
Market-Adjusted Model,21640,2022-11-17,0.029779187,-0.049917571,-0.05073397,21,100
Market-Adjusted Model,21641,2022-11-17,-0.153846094,-0.21228144,-0.234359251,21,100
Market-Adjusted Model,21642,2022-11-17,0.0409396395,-0.039871587,-0.039573518,21,100
Market-Adjusted Model,21643,2022-11-17,0.1423894495,0.0572856577,0.0618762923,21,100
Market-Adjusted Model,21644,2022-11-17,0.012219948,-0.068183317,-0.068293209,21,100
Market-Adjusted Model,21647,2022-11-17,0.0486841997,-0.032379373,-0.031828958,21,100
Market-Adjusted Model,21648,2022-11-17,0.1076312542,0.0280027191,0.027118097,21,100
Market-Adjusted Model,21649,2022-11-17,0.0833703355,0.0019696372,0.0028571784,21,100
Market-Adjusted Model,21650,2022-11-17,0.0788347646,-0.002452226,-0.001678393,21,100
Market-Adjusted Model,21651,2022-11-17,0.013464771,-0.066963164,-0.067048386,21,100
Market-Adjusted Model,21652,2022-11-17,0.0969834004,0.0162389358,0.0164702433,21,100
Market-Adjusted Model,21655,2022-11-17,0.0584667166,-0.022576203,-0.022046441,21,100
Market-Adjusted Model,21656,2022-11-17,0.040885269,-0.039552626,-0.039627888,21,100
Market-Adjusted Model,21657,2022-11-17,0.1530566222,0.0649218761,0.072543465,21,100
Market-Adjusted Model,21658,2022-11-17,0.0839691275,0.002763028,0.0034559703,21,100
Market-Adjusted Model,21659,2022-11-17,0.0136196962,-0.048028231,-0.066893461,21,100
Market-Adjusted Model,21660,2022-11-17,0.0747920357,-0.006439659,-0.005721122,21,100
Market-Adjusted Model,21663,2022-11-17,0.0755555894,0.0610710894,-0.004957568,21,100
Market-Adjusted Model,21664,2022-11-17,0.091096739,0.0275392823,0.0105835819,21,100
Market-Adjusted Model,21665,2022-11-17,0.0055193479,-0.074851796,-0.074993809,21,100
Market-Adjusted Model,21666,2022-11-17,0.0742478576,-0.006707427,-0.0062653,21,100
Market-Adjusted Model,21667,2022-11-17,0.0780785271,-0.002961559,-0.00243463,21,100
Market-Adjusted Model,21668,2022-11-17,0.0568370688,-0.023867603,-0.023676088,21,100
Market-Adjusted Model,21669,2022-11-17,0.0480984556,-0.032669064,-0.032414702,21,100
Market-Adjusted Model,21670,2022-11-17,0.0410639691,-0.039505662,-0.039449188,21,100
Market-Adjusted Model,21671,2022-11-17,0.0040774677,-0.076229665,-0.076435689,21,100
Market-Adjusted Model,21674,2022-11-17,0.1003996914,0.0182626449,0.0198865342,21,100
Market-Adjusted Model,21675,2022-11-17,0.0149361456,-0.047208946,-0.046810447,9,100
Market-Adjusted Model,21676,2022-11-17,0.0479798208,-0.005490569,-0.032533336,21,100
Market-Adjusted Model,21677,2022-11-17,0.0700409389,-0.011528181,-0.010472218,21,100
Market-Adjusted Model,21678,2022-11-17,0.0473712271,-0.032918503,-0.03314193,21,100
Market-Adjusted Model,21679,2022-11-17,0.1565003278,0.0727187205,0.0759871706,21,100
Market-Adjusted Model,21681,2022-11-17,0.0402007112,-0.040460834,-0.040312446,21,100
Market-Adjusted Model,21682,2022-11-17,0.0472189897,-0.0335652,-0.033294167,21,100
Market-Adjusted Model,21683,2022-11-17,-0.03999996,-0.107226314,-0.120513117,21,100
Market-Adjusted Model,21684,2022-11-17,-0.049738177,-0.092403436,-0.130251334,21,100
Market-Adjusted Model,21685,2022-11-17,0.2389134849,0.1449941963,0.1584003277,21,100
Market-Adjusted Model,21686,2022-11-17,-0.004366808,-0.065176904,-0.084879966,21,100
Market-Adjusted Model,21687,2022-11-17,-0.045454535,-0.108731615,-0.125967693,21,100
Market-Adjusted Model,21690,2022-11-17,0.2158693647,0.1233493543,0.1353562075,21,100
Market-Adjusted Model,21691,2022-11-17,0.128000002,0.0671898811,0.0474868448,21,100
Market-Adjusted Model,21692,2022-11-17,-0.013438741,-0.069043246,-0.093951898,21,100
Market-Adjusted Model,21693,2022-11-17,0.2174941044,0.1599303767,0.1369809472,21,100
Market-Adjusted Model,21694,2022-11-17,0.1196641017,0.038168376,0.0391509445,21,100
Market-Adjusted Model,21695,2022-11-17,-0.18722787,-0.262443011,-0.267741027,21,100
Market-Adjusted Model,21698,2022-11-17,0.2212389392,0.1490087595,0.140725782,21,100
Market-Adjusted Model,21700,2022-11-17,0.0080848832,-0.072287243,-0.072428274,21,100
Market-Adjusted Model,21701,2022-11-17,0.2349957557,0.1526947116,0.1544825986,21,100
Market-Adjusted Model,21702,2022-11-17,-0.200000069,-0.280994798,-0.280513226,21,100
Market-Adjusted Model,21703,2022-11-17,0.0313505098,-0.048141869,-0.049162647,21,100
Market-Adjusted Model,21704,2022-11-17,0.012609035,-0.067755391,-0.067904122,21,100
Market-Adjusted Model,21705,2022-11-17,0.0502793492,0.00124448,-0.030233808,21,100
Market-Adjusted Model,21706,2022-11-17,0.007029101,-0.073367967,-0.073484056,21,100
Market-Adjusted Model,21707,2022-11-17,0.0169311974,-0.046272675,-0.06358196,21,100
Market-Adjusted Model,21708,2022-11-17,0.0286581485,-0.051953637,-0.051855009,21,100
Market-Adjusted Model,21711,2022-11-17,0.0020346347,-0.078221374,-0.078478523,21,100
Market-Adjusted Model,21712,2022-11-17,0.3184638174,0.2946683016,0.2379506602,21,100
Market-Adjusted Model,21713,2022-11-17,-0.243902447,-0.32892043,-0.324415604,21,100
Market-Adjusted Model,21714,2022-11-17,-0.133333365,-0.212432333,-0.213846522,21,100
Market-Adjusted Model,21715,2022-11-17,-0.093567249,-0.156271285,-0.174080407,21,100
Market-Adjusted Model,21716,2022-11-17,0.1940119546,0.1060522475,0.1134987974,21,100
Market-Adjusted Model,21719,2022-11-17,0.0019531698,-0.078300892,-0.078559987,21,100
Market-Adjusted Model,21720,2022-11-17,0.0490565592,0.0158726221,-0.031456598,21,100
Market-Adjusted Model,21721,2022-11-17,-0.004504502,-0.071064531,-0.085017659,21,100
Market-Adjusted Model,21722,2022-11-17,0.0548611052,-0.023016271,-0.025652052,21,100
Market-Adjusted Model,21723,2022-11-17,-0.123684208,-0.151516769,-0.204197366,21,100
Market-Adjusted Model,21724,2022-11-17,-0.247457626,-0.330693651,-0.327970783,21,100
Market-Adjusted Model,21727,2022-11-17,0.2051039847,0.117437306,0.1245908275,21,100
Market-Adjusted Model,21728,2022-11-17,0.0531690707,-0.028049719,-0.027344086,21,100
Market-Adjusted Model,21729,2022-11-17,0.0218068337,-0.025486532,-0.058706323,21,100
Market-Adjusted Model,21730,2022-11-17,-0.169014106,-0.244305442,-0.249527263,21,100
Market-Adjusted Model,21731,2022-11-17,1.1129509561,1.0078929094,1.032437799,21,100
Market-Adjusted Model,21732,2022-11-17,-0.548362546,-0.835614299,-0.628875703,21,100
Market-Adjusted Model,21735,2022-11-17,0.0599999268,0.0635109732,-0.02051323,21,100
Market-Adjusted Model,21736,2022-11-17,-0.057017495,-0.126742056,-0.137530652,21,100
Market-Adjusted Model,21737,2022-11-17,0.052631593,-0.009927403,-0.027881564,21,100
Market-Adjusted Model,21738,2022-11-17,0.0624854767,-0.015968196,-0.01802768,21,100
Market-Adjusted Model,21739,2022-11-17,-0.042490242,-0.120583206,-0.123003399,21,100
Market-Adjusted Model,21740,2022-11-17,0.0065392891,-0.073845786,-0.073973868,21,100
Market-Adjusted Model,21742,2022-11-17,0.0293251192,-0.048839698,-0.051188038,21,100
Market-Adjusted Model,21743,2022-11-17,-0.295134134,-0.368887858,-0.375647291,21,100
Market-Adjusted Model,21744,2022-11-17,-0.063166661,-0.142102033,-0.143679819,21,100
Market-Adjusted Model,21745,2022-11-17,-0.097922821,-0.160066956,-0.178435978,21,100
Market-Adjusted Model,21746,2022-11-17,0.0787106574,-0.003997207,-0.0018025,21,100
Market-Adjusted Model,21747,2022-11-17,0.1570327311,0.0798956376,0.076519574,21,100
Market-Adjusted Model,21748,2022-11-17,-0.150170665,-0.235540311,-0.230683822,21,100
Market-Adjusted Model,21749,2022-11-17,-0.083333306,-0.139636522,-0.163846463,21,100
Market-Adjusted Model,21750,2022-11-17,0.3188678381,0.219917508,0.238354681,21,100
Market-Adjusted Model,21751,2022-11-17,0.0050251449,-0.075360658,-0.075488012,21,100
Market-Adjusted Model,21752,2022-11-17,0.0107212135,-0.069645691,-0.069791944,21,100
Market-Adjusted Model,21753,2022-11-17,0.0198886252,-0.058365093,-0.060624532,21,100
Market-Adjusted Model,21754,2022-11-17,0.0882353308,0.0222428764,0.0077221736,21,100
Market-Adjusted Model,21755,2022-11-17,-1.5552E-10,-0.08037808,-0.080513157,21,100
Market-Adjusted Model,21756,2022-11-17,0.2523510374,0.1724958845,0.1718378803,21,100
Market-Adjusted Model,21757,2022-11-17,0.0472414102,0.0152689536,-0.033271747,21,100
Market-Adjusted Model,21758,2022-11-17,0.1288083305,0.059765906,0.0482951733,21,100
Market-Adjusted Model,21759,2022-11-17,-0.355629871,-0.459698464,-0.436143028,21,100
Market-Adjusted Model,21760,2022-11-17,-0.283452725,-0.365087408,-0.363965882,21,100
Market-Adjusted Model,21761,2022-11-17,-0.342857114,-0.443325423,-0.423370271,21,100
Market-Adjusted Model,21762,2022-11-17,0.2044105127,0.1223110654,0.1238973555,21,100
Market-Adjusted Model,21763,2022-11-17,0.0153846764,-0.032883054,-0.065128481,21,100
Market-Adjusted Model,21764,2022-11-17,0.5554107122,0.4460421551,0.4748975551,21,100
Market-Adjusted Model,21765,2022-11-17,0.0060362596,-0.074342088,-0.074476898,21,100
Market-Adjusted Model,21766,2022-11-17,0.0035175728,-0.076857877,-0.076995584,21,100
Market-Adjusted Model,21767,2022-11-17,-0.262016951,-0.372313758,-0.342530108,21,100
Market-Adjusted Model,21770,2022-11-17,0.1008402256,0.1964345278,0.0203270684,21,100
Market-Adjusted Model,21771,2022-11-17,0.0904762267,0.0569522899,0.0099630695,21,100
Market-Adjusted Model,21772,2022-11-17,-0.001697802,-0.082055104,-0.082210959,21,100
Market-Adjusted Model,21773,2022-11-17,0.0975455256,0.0141245277,0.0170323684,21,100
Market-Adjusted Model,21774,2022-11-17,0.0425524219,-0.037616289,-0.037960735,21,100
Market-Adjusted Model,21775,2022-11-17,0.0003254223,-0.080025767,-0.080187735,21,100
Market-Adjusted Model,21776,2022-11-17,0.0993049661,0.0173955637,0.0187918089,21,100
Market-Adjusted Model,21778,2022-11-17,-0.151015037,-0.201402272,-0.231528194,21,100
Market-Adjusted Model,21779,2022-11-17,-0.060606094,-0.014432003,-0.141119251,21,100
Market-Adjusted Model,21780,2022-11-17,0.012731442,-0.006625367,-0.067781715,21,100
Market-Adjusted Model,21781,2022-11-17,-0.021418016,-0.101232455,-0.101931173,21,100
Market-Adjusted Model,21782,2022-11-17,-8.10278E-10,-0.067418926,-0.080513158,21,100
Market-Adjusted Model,21783,2022-11-17,-0.344538419,-0.480593485,-0.425051576,21,100
Market-Adjusted Model,21786,2022-11-17,0.0850574429,0.0146327481,0.0045442857,21,100
Market-Adjusted Model,21787,2022-11-17,0.0585366458,-0.005665308,-0.021976511,21,100
Market-Adjusted Model,21788,2022-11-17,7.949863E-10,-0.059694527,-0.080513156,21,100
Market-Adjusted Model,21789,2022-11-17,0.0104947108,-0.057989745,-0.070018446,21,100
Market-Adjusted Model,21790,2022-11-17,-0.364383594,-0.484087791,-0.444896751,21,100
Market-Adjusted Model,21791,2022-11-17,0.0997786284,0.0262470598,0.0192654713,21,100
Market-Adjusted Model,21792,2022-11-17,0.0977417226,0.0150814142,0.0172285654,21,100
Market-Adjusted Model,21794,2022-11-17,-0.106166561,-0.141875763,-0.186679718,21,100
Market-Adjusted Model,21795,2022-11-17,-0.000507111,-0.080853525,-0.081020268,21,100
Market-Adjusted Model,21796,2022-11-17,0.1176086162,0.0336400706,0.037095459,21,100
Market-Adjusted Model,21797,2022-11-17,0.0067860897,-0.073613015,-0.073727067,21,100
Market-Adjusted Model,21798,2022-11-17,0.0828878022,0.001744083,0.002374645,21,100
Market-Adjusted Model,21799,2022-11-17,-0.224130435,-0.32029683,-0.304643592,21,100
Market-Adjusted Model,21800,2022-11-17,0.0569332918,-0.02321978,-0.023579865,21,100
Market-Adjusted Model,21801,2022-11-17,0.072195563,-0.008473836,-0.008317594,21,100
Market-Adjusted Model,21802,2022-11-17,0.0129292189,-0.067386527,-0.067583938,21,100
Market-Adjusted Model,21803,2022-11-17,0.0593800852,-0.02133377,-0.021133072,21,100
Market-Adjusted Model,21804,2022-11-17,0.0807175391,-0.000468221,0.0002043819,21,100
Market-Adjusted Model,21807,2022-11-17,-0.116788298,-0.189861339,-0.197301456,21,100
Market-Adjusted Model,21808,2022-11-17,0.0382034567,-0.042721364,-0.0423097,21,100
Market-Adjusted Model,21809,2022-11-17,0.1051692827,0.0361794242,0.0246561255,21,100
Market-Adjusted Model,21811,2022-11-17,0.065034307,-0.010969455,-0.01547885,21,100
Market-Adjusted Model,21812,2022-11-17,0.0836159374,0.001904376,0.0031027802,21,100
Market-Adjusted Model,21814,2022-11-17,0.0831459284,0.0029847484,0.0026327712,21,100
Market-Adjusted Model,21815,2022-11-17,0.1101818555,0.0287872592,0.0296686983,21,100
Market-Adjusted Model,21816,2022-11-17,0.2053446439,0.1088588999,0.1248314867,21,100
Market-Adjusted Model,21817,2022-11-17,0.1218843274,0.0376977077,0.0413711702,21,100
Market-Adjusted Model,21818,2022-11-17,0.1337321461,0.0502473826,0.0532189889,21,100
Market-Adjusted Model,21819,2022-11-17,0.0855097753,0.0035346752,0.0049966181,21,100
Market-Adjusted Model,21820,2022-11-17,-0.003021217,-0.08324038,-0.083534374,21,100
Market-Adjusted Model,21822,2022-11-17,0.0065490756,-0.073844843,-0.073964082,21,100
Market-Adjusted Model,21823,2022-11-17,0.0039682501,-0.076408349,-0.076544907,21,100
Market-Adjusted Model,21824,2022-11-17,0.0089910241,-0.071419265,-0.071522133,21,100
Market-Adjusted Model,21825,2022-11-17,0.0050251449,-0.075360388,-0.075488012,21,100
Market-Adjusted Model,21826,2022-11-17,-0.527928716,-0.737792769,-0.608441873,21,100
Market-Adjusted Model,21827,2022-11-17,0.086551748,0.0111356594,0.0060385908,21,100
Market-Adjusted Model,21828,2022-11-17,0.006447413,-0.05359784,-0.074065744,21,100
Market-Adjusted Model,21829,2022-11-17,-0.190697709,-0.23404222,-0.271210866,21,100
Market-Adjusted Model,21830,2022-11-17,0.0286690862,-0.024981204,-0.051844071,21,100
Market-Adjusted Model,21831,2022-11-17,-0.009345891,-0.06244065,-0.089859048,21,100
Market-Adjusted Model,21832,2022-11-17,0.0848484727,0.019772764,0.0043353155,21,100
Market-Adjusted Model,21833,2022-11-17,0.0009871899,-0.079284153,-0.079525967,21,100
Market-Adjusted Model,21834,2022-11-17,-0.013245126,-0.086189384,-0.093758284,21,100
Market-Adjusted Model,21835,2022-11-17,0.1599999793,0.0862369066,0.0794868221,21,100
Market-Adjusted Model,21836,2022-11-17,-0.142786924,-0.20118407,-0.223300081,21,100
Market-Adjusted Model,21837,2022-11-17,-0.199999964,-0.285367515,-0.280513121,21,100
Market-Adjusted Model,21838,2022-11-17,-0.084763345,-0.162070813,-0.165276502,21,100
Market-Adjusted Model,21839,2022-11-17,-0.000998027,-0.081375779,-0.081511184,21,100
Market-Adjusted Model,21840,2022-11-17,0.0054617982,-0.074929256,-0.075051359,21,100
Market-Adjusted Model,21841,2022-11-17,-0.014461466,-0.074450453,-0.094974623,21,100
Market-Adjusted Model,21842,2022-11-17,-0.152317895,-0.220467041,-0.232831052,21,100
Market-Adjusted Model,21843,2022-11-17,0.0203081209,-0.049484003,-0.060205036,21,100
Market-Adjusted Model,21844,2022-11-17,0.1050504946,0.0433432226,0.0245373374,21,100
Market-Adjusted Model,21845,2022-11-17,0.005541593,-0.074836099,-0.074971564,21,100
Market-Adjusted Model,21846,2022-11-17,0.0044955121,-0.075883592,-0.076017645,21,100
Market-Adjusted Model,21851,2022-11-17,-0.013916534,-0.094017467,-0.094429691,21,100
Market-Adjusted Model,21852,2022-11-17,0.0020242413,-0.078335784,-0.078488916,21,100
Market-Adjusted Model,21853,2022-11-17,-0.036035998,-0.097759116,-0.116549156,21,100
Market-Adjusted Model,21854,2022-11-17,0.0078431299,-0.072310876,-0.072670027,21,100
Market-Adjusted Model,21855,2022-11-17,0.0040281934,-0.076351599,-0.076484964,21,100
Market-Adjusted Model,21858,2022-11-17,0.0040650365,-0.076314972,-0.076448121,21,100
Market-Adjusted Model,21859,2022-11-17,0.0065623965,-0.073829832,-0.073950761,21,100
Market-Adjusted Model,21860,2022-11-17,0.6403162684,0.7178718355,0.5598031112,21,100
Market-Adjusted Model,21861,2022-11-17,0.0503765496,-0.029988471,-0.030136608,21,100
Market-Adjusted Model,21862,2022-11-17,0.4186206991,0.2896557657,0.3381075419,21,100
Market-Adjusted Model,21863,2022-11-17,0.0202702531,-0.038931138,-0.060242904,21,100
Market-Adjusted Model,21866,2022-11-17,0.0125522941,-0.030905029,-0.067960863,21,100
Market-Adjusted Model,21867,2022-11-17,0.0315790032,-0.047274434,-0.048934154,21,100
Market-Adjusted Model,21868,2022-11-17,0.0420712796,-0.036937618,-0.038441878,21,100
Market-Adjusted Model,21869,2022-11-17,0.019243021,-0.060638596,-0.061270136,21,100
Market-Adjusted Model,21870,2022-11-17,0.0652994598,-0.013264356,-0.015213697,21,100
Market-Adjusted Model,21874,2022-11-17,0.0272572976,-0.040211558,-0.05325586,21,100
Market-Adjusted Model,21875,2022-11-17,0.0681818147,-0.002489133,-0.012331342,21,100
Market-Adjusted Model,21876,2022-11-17,0.0104167161,-0.069993369,-0.070096441,21,100
Market-Adjusted Model,21877,2022-11-17,0.003996,-0.076358369,-0.076517157,21,100
Market-Adjusted Model,21878,2022-11-17,0.1157745097,0.0459084173,0.0352613525,21,100
Market-Adjusted Model,21879,2022-11-17,-0.173355181,-0.246770914,-0.253868338,21,100
Market-Adjusted Model,21882,2022-11-17,0.016902373,-0.063195905,-0.063610784,21,100
Market-Adjusted Model,21883,2022-11-17,0.0066326098,-0.073751531,-0.073880547,21,100
Market-Adjusted Model,21884,2022-11-17,0.0009836965,-0.079392686,-0.079529461,21,100
Market-Adjusted Model,21885,2022-11-17,-0.577086083,-0.673045656,-0.65759924,21,100
Market-Adjusted Model,21886,2022-11-17,-0.16111109,-0.247249387,-0.241624247,21,100
Market-Adjusted Model,21887,2022-11-17,-0.321497195,-0.383095414,-0.402010352,21,100
Market-Adjusted Model,21888,2022-11-17,0.0050710135,-0.075312076,-0.075442144,21,100
Market-Adjusted Model,21889,2022-11-17,-0.28973331,-0.330994141,-0.370246467,21,100
Market-Adjusted Model,21890,2022-11-17,0.0990510137,0.0488597431,0.0185378565,21,100
Market-Adjusted Model,21891,2022-11-17,-0.144917628,-0.184578898,-0.225430786,21,100
Market-Adjusted Model,21892,2022-11-17,0.0581316305,-0.005475946,-0.022381527,21,100
Market-Adjusted Model,21893,2022-11-17,0.074660604,0.0164840452,-0.005852553,21,100
Market-Adjusted Model,21894,2022-11-17,-0.040744024,-0.121737614,-0.121257181,21,100
Market-Adjusted Model,21895,2022-11-17,0.2410130688,0.1556043105,0.1604999116,21,100
Market-Adjusted Model,21896,2022-11-17,-0.102743117,-0.167945056,-0.183256275,21,100
Market-Adjusted Model,21897,2022-11-17,-0.217345868,-0.250030721,-0.297859025,21,100
Market-Adjusted Model,21898,2022-11-17,0.236028874,0.1439315529,0.1555157168,21,100
Market-Adjusted Model,21903,2022-11-17,0.2066565084,0.1150663213,0.1261433512,21,100
Market-Adjusted Model,21904,2022-11-17,-0.100134395,-0.166308083,-0.180647552,21,100
Market-Adjusted Model,21905,2022-11-17,0.2366665989,0.1739695636,0.1561534417,21,100
Market-Adjusted Model,21906,2022-11-17,0.0045355738,-0.074130277,-0.075977583,21,100
Market-Adjusted Model,21907,2022-11-17,0.6473028663,0.5366465644,0.5667897091,21,100
Market-Adjusted Model,21908,2022-11-17,0.0091835913,-0.071211705,-0.071329566,21,100
Market-Adjusted Model,21909,2022-11-17,0.0005060846,-0.07979017,-0.080007073,21,100
Market-Adjusted Model,21910,2022-11-17,0.0029527304,-0.077331617,-0.077560427,21,100
Market-Adjusted Model,21911,2022-11-17,0.0060545329,-0.074336419,-0.074458624,21,100
Market-Adjusted Model,21912,2022-11-17,-0.151093417,-0.224982164,-0.231606575,21,100
Market-Adjusted Model,21913,2022-11-17,0.5340658596,0.4869209423,0.4535527024,21,100
Market-Adjusted Model,21914,2022-11-17,0.013426084,-0.066895467,-0.067087073,21,100
Market-Adjusted Model,21915,2022-11-17,0.0010000229,-0.079370231,-0.079513134,21,100
Market-Adjusted Model,21916,2022-11-17,-0.312793046,-0.399056375,-0.393306203,21,100
Market-Adjusted Model,21917,2022-11-17,0.0677603652,-0.014051789,-0.012752792,21,100
Market-Adjusted Model,21918,2022-11-17,0.0438383239,-0.03655787,-0.036674833,21,100
Market-Adjusted Model,21919,2022-11-17,0.0604165432,-0.021458257,-0.020096614,21,100
Market-Adjusted Model,21920,2022-11-17,-0.139262339,-0.207237577,-0.219775496,21,100
Market-Adjusted Model,21921,2022-11-17,0.0051440526,-0.075218043,-0.075369105,21,100
Market-Adjusted Model,21922,2022-11-17,0.0480349271,-0.013853928,-0.03247823,21,100
Market-Adjusted Model,21923,2022-11-17,-0.203125026,-0.263930732,-0.283638184,21,100
Market-Adjusted Model,21924,2022-11-17,-0.003227279,-0.083441093,-0.083740436,21,100
Market-Adjusted Model,21925,2022-11-17,0.0061223943,-0.074254444,-0.074390763,21,100
Market-Adjusted Model,21926,2022-11-17,0.0573912977,-0.012427039,-0.02312186,21,100
Market-Adjusted Model,21927,2022-11-17,0.4083899726,0.4818008753,0.3278768154,21,100
Market-Adjusted Model,21928,2022-11-17,0.0642759732,-0.014077232,-0.016237184,21,100
Market-Adjusted Model,21930,2022-11-17,-0.222179589,-0.294128005,-0.302692746,21,100
Market-Adjusted Model,21931,2022-11-17,-0.112898596,-0.16668647,-0.193411753,21,100
Market-Adjusted Model,21932,2022-11-17,0.0039292693,-0.076452662,-0.076583888,21,100
Market-Adjusted Model,21933,2022-11-17,-0.197368428,-0.260627715,-0.277881586,21,100
Market-Adjusted Model,21934,2022-11-17,0.0005081425,-0.079778445,-0.080005015,21,100
Market-Adjusted Model,21935,2022-11-17,-0.004073318,-0.068553328,-0.084586476,21,100
Market-Adjusted Model,21936,2022-11-17,0.0908705654,0.0081677826,0.0103574082,21,100
Market-Adjusted Model,21938,2022-11-17,-0.415454791,-0.576320872,-0.495967948,21,100
Market-Adjusted Model,21939,2022-11-17,-0.037383251,-0.111157905,-0.117896409,21,100
Market-Adjusted Model,21940,2022-11-17,-0.178770925,-0.250746075,-0.259284082,21,100
Market-Adjusted Model,21941,2022-11-17,0.2899999667,0.2027247373,0.2094868095,21,100
Market-Adjusted Model,21942,2022-11-17,-0.007978714,-0.058149009,-0.088491871,21,100
Market-Adjusted Model,21943,2022-11-17,0.013493276,-0.066903858,-0.067019881,21,100
Market-Adjusted Model,21946,2022-11-17,0.0101111657,-0.070228547,-0.070401991,21,100
Market-Adjusted Model,21947,2022-11-17,-0.317391294,-0.424283644,-0.397904451,21,100
Market-Adjusted Model,21948,2022-11-17,0.0063137036,-0.074018424,-0.074199454,21,100
Market-Adjusted Model,21949,2022-11-17,0.4386793093,0.3073115541,0.3581661521,21,100
Market-Adjusted Model,21950,2022-11-17,-0.135451503,-0.211081283,-0.21596466,21,100
Market-Adjusted Model,21951,2022-11-17,-0.448003972,-0.510119334,-0.528517129,21,100
Market-Adjusted Model,21954,2022-11-17,0.0090909246,-0.071275308,-0.071422233,21,100
Market-Adjusted Model,21955,2022-11-17,-0.066473991,-0.144710815,-0.146987149,21,100
Market-Adjusted Model,21956,2022-11-17,0.1108439785,0.03194846,0.0303308213,21,100
Market-Adjusted Model,21957,2022-11-17,-0.021455265,-0.075883111,-0.101968422,21,100
Market-Adjusted Model,21959,2022-11-17,0.02466164,-0.037419826,-0.055851517,21,100
Market-Adjusted Model,21962,2022-11-17,0.0333332852,-0.045115899,-0.047179872,21,100
Market-Adjusted Model,21963,2022-11-17,0.0038665985,-0.07651806,-0.076646559,21,100
Market-Adjusted Model,21964,2022-11-17,0.1886597882,0.1187090512,0.108146631,21,100
Market-Adjusted Model,21965,2022-11-17,-0.141647055,-0.083171428,-0.222160212,21,100
Market-Adjusted Model,21966,2022-11-17,0.0039861406,-0.076383672,-0.076527017,21,100
Market-Adjusted Model,21967,2022-11-17,0.0300429871,0.0071578121,-0.05047017,21,100
Market-Adjusted Model,21969,2022-11-17,0.0025602217,-0.077618875,-0.077952936,21,100
Market-Adjusted Model,21970,2022-11-17,-0.031428545,-0.082345044,-0.111941703,21,100
Market-Adjusted Model,21971,2022-11-17,0.0014815159,-0.078488749,-0.079031641,21,100
Market-Adjusted Model,21972,2022-11-17,-0.01764711,-0.096530905,-0.098160267,21,100
Market-Adjusted Model,21973,2022-11-17,0.1124113855,0.0302105692,0.0318982283,21,100
Market-Adjusted Model,21974,2022-11-17,0.0070849893,-0.073308057,-0.073428168,21,100
Market-Adjusted Model,21975,2022-11-17,0.0104167193,-0.021815573,-0.070096438,21,100
Market-Adjusted Model,21976,2022-11-17,0.1160773788,0.0330898636,0.0355642216,21,100
Market-Adjusted Model,21977,2022-11-17,0.1451504043,0.0610369549,0.0646372471,21,100
Market-Adjusted Model,21978,2022-11-17,0.0041493688,-0.070221637,-0.076363788,21,100
Market-Adjusted Model,21981,2022-11-17,0.072992159,-0.009064371,-0.007520998,21,100
Market-Adjusted Model,21982,2022-11-17,0.0371791054,-0.04250008,-0.043334052,21,100
