Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,15389,2022-11-17,0.0751938197,-0.005633836,-0.005319337,21,100
Market-Adjusted Model,15395,2022-11-17,-0.092116054,-0.151808314,-0.172629211,21,100
Market-Adjusted Model,15396,2022-11-17,0.2390244091,0.1535090387,0.1585112519,21,100
Market-Adjusted Model,15397,2022-11-17,0.0590504008,-0.013016274,-0.021462756,21,100
Market-Adjusted Model,15398,2022-11-17,0.1356380248,0.0575542242,0.0551248676,21,100
Market-Adjusted Model,15399,2022-11-17,0.0176062191,0.0177215789,-0.062906938,21,100
Market-Adjusted Model,15400,2022-11-17,0.232812784,0.1352539099,0.1522996269,21,100
Market-Adjusted Model,15407,2022-11-17,0.2523961436,0.1571576283,0.1718829864,21,100
Market-Adjusted Model,15408,2022-11-17,0.0556024651,-0.025447144,-0.024910692,21,100
Market-Adjusted Model,15409,2022-11-17,-0.106481477,-0.167090714,-0.186994634,21,100
Market-Adjusted Model,15410,2022-11-17,0.0043507771,-0.06655754,-0.07616238,21,100
Market-Adjusted Model,15416,2022-11-17,0.0531915071,0.0040930297,-0.02732165,21,100
Market-Adjusted Model,15417,2022-11-17,-0.099950078,-0.143596884,-0.180463235,21,100
Market-Adjusted Model,15419,2022-11-17,-0.038095203,-0.105147079,-0.11860836,21,100
Market-Adjusted Model,15423,2022-11-17,1.5390070797,0.9521177562,1.4584939225,21,100
Market-Adjusted Model,15425,2022-11-17,0.0061131186,-0.065488485,-0.074400039,21,100
Market-Adjusted Model,15427,2022-11-17,-0.0328102,-0.112223673,-0.113323357,21,100
Market-Adjusted Model,15429,2022-11-17,-0.110611111,-0.177109013,-0.191124268,21,100
Market-Adjusted Model,15431,2022-11-17,-0.12942607,-0.194423936,-0.209939228,21,100
Market-Adjusted Model,15432,2022-11-17,0.0833333301,0.0160764024,0.0028201729,21,100
Market-Adjusted Model,15433,2022-11-17,-0.019607825,-0.090758571,-0.100120982,21,100
Market-Adjusted Model,15436,2022-11-17,-0.255461264,-0.3219912,-0.335974421,21,100
Market-Adjusted Model,15440,2022-11-17,0.096751421,0.0184044877,0.0162382638,21,100
Market-Adjusted Model,15443,2022-11-17,-0.482234005,-0.500712988,-0.562747162,21,100
Market-Adjusted Model,15445,2022-11-17,-0.126719885,-0.20946944,-0.207233042,21,100
Market-Adjusted Model,15452,2022-11-17,0.0035112435,-0.047746833,-0.077001914,21,100
Market-Adjusted Model,15453,2022-11-17,0.0666666695,-0.013261935,-0.013846488,21,100
Market-Adjusted Model,15454,2022-11-17,-0.104662048,-0.179610677,-0.185175205,21,100
Market-Adjusted Model,15455,2022-11-17,0.1260364379,0.0410508442,0.0455232807,21,100
Market-Adjusted Model,15456,2022-11-17,0.2719187269,0.1761285094,0.1914055697,21,100
Market-Adjusted Model,15457,2022-11-17,0.012195086,-0.024149752,-0.068318071,21,100
Market-Adjusted Model,15461,2022-11-17,0.1298949041,0.04416333,0.049381747,21,100
Market-Adjusted Model,15462,2022-11-17,0.1553303013,0.0675448515,0.0748171441,21,100
Market-Adjusted Model,15477,2022-11-17,0.1135699261,0.0305617094,0.0330567689,21,100
Market-Adjusted Model,15478,2022-11-17,0.1314735917,0.0597030006,0.0509604345,21,100
Market-Adjusted Model,15482,2022-11-17,0.2742114696,0.1681828471,0.1936983124,21,100
Market-Adjusted Model,15486,2022-11-17,0.0533245838,-0.019685106,-0.027188573,21,100
Market-Adjusted Model,15488,2022-11-17,-0.06028941,-0.129621655,-0.140802567,21,100
Market-Adjusted Model,15489,2022-11-17,-0.053191447,-0.120417442,-0.133704605,21,100
Market-Adjusted Model,15490,2022-11-17,-0.248839133,-0.346639765,-0.329352291,21,100
Market-Adjusted Model,15491,2022-11-17,-0.121481839,-0.194447287,-0.201994996,21,100
Market-Adjusted Model,15492,2022-11-17,0.0665391467,-0.014602872,-0.013974011,21,100
Market-Adjusted Model,15493,2022-11-17,-0.124338266,-0.203600573,-0.204851423,21,100
Market-Adjusted Model,15495,2022-11-17,0.0709543145,-0.01005015,-0.009558843,21,100
Market-Adjusted Model,15496,2022-11-17,0.1418866933,0.3182267418,0.0613735361,21,100
Market-Adjusted Model,15498,2022-11-17,0.0414350484,-0.035183863,-0.039078109,21,100
Market-Adjusted Model,15503,2022-11-17,0.060703966,-0.018951293,-0.019809191,21,100
Market-Adjusted Model,15504,2022-11-17,0.07852186,-0.002665754,-0.001991297,21,100
Market-Adjusted Model,15506,2022-11-17,-0.26507356,-0.266285538,-0.345586717,21,100
Market-Adjusted Model,15508,2022-11-17,0.0526315318,0.0152132732,-0.027881625,21,100
Market-Adjusted Model,15510,2022-11-17,-0.389337668,-0.472773458,-0.469850825,21,100
Market-Adjusted Model,15525,2022-11-17,-0.231617677,-0.310078887,-0.312130834,21,100
Market-Adjusted Model,15527,2022-11-17,0.1197789745,0.0479568886,0.0392658173,21,100
Market-Adjusted Model,15530,2022-11-17,0.2517815412,0.1534123944,0.1712683841,21,100
Market-Adjusted Model,15533,2022-11-17,0.1601490024,0.1166026454,0.0796358453,21,100
Market-Adjusted Model,15534,2022-11-17,-0.079427954,-0.132625731,-0.159941111,21,100
Market-Adjusted Model,15535,2022-11-17,0.1235600405,0.0513790067,0.0430468833,21,100
Market-Adjusted Model,15537,2022-11-17,-0.043442603,-0.119361104,-0.12395576,21,100
Market-Adjusted Model,15539,2022-11-17,-0.466559231,-0.666482932,-0.547072388,21,100
Market-Adjusted Model,15540,2022-11-17,0.175665895,0.1062133622,0.0951527378,21,100
Market-Adjusted Model,15541,2022-11-17,-0.195802396,-0.240483572,-0.276315553,21,100
Market-Adjusted Model,15542,2022-11-17,-0.065952859,-0.118080475,-0.146466017,21,100
Market-Adjusted Model,15543,2022-11-17,-0.094164602,-0.167956988,-0.174677759,21,100
Market-Adjusted Model,15546,2022-11-17,0.3111864565,0.2109986768,0.2306732993,21,100
Market-Adjusted Model,15556,2022-11-17,0.0566277158,-0.018879651,-0.023885441,21,100
Market-Adjusted Model,15562,2022-11-17,0.1107198915,0.0265256598,0.0302067343,21,100
Market-Adjusted Model,15563,2022-11-17,0.0405294466,-0.040277923,-0.039983711,21,100
Market-Adjusted Model,15566,2022-11-17,0.0606018099,-0.02043814,-0.019911347,21,100
Market-Adjusted Model,15571,2022-11-17,0.0619718928,-0.019236364,-0.018541264,21,100
Market-Adjusted Model,15572,2022-11-17,0.083781034,0.0012825979,0.0032678768,21,100
Market-Adjusted Model,15574,2022-11-17,0.0679695454,-0.013696308,-0.012543612,21,100
Market-Adjusted Model,15578,2022-11-17,0.1749468257,0.0841482064,0.0944336685,21,100
Market-Adjusted Model,15579,2022-11-17,0.1209539887,0.0394410391,0.0404408315,21,100
Market-Adjusted Model,15580,2022-11-17,-0.036666636,-0.108906607,-0.117179793,21,100
Market-Adjusted Model,15582,2022-11-17,-0.039166134,-0.115235355,-0.119679291,21,100
Market-Adjusted Model,15583,2022-11-17,0.0407207411,-0.03994193,-0.039792416,21,100
Market-Adjusted Model,15584,2022-11-17,0.1043165326,0.0242565013,0.0238033754,21,100
Market-Adjusted Model,15585,2022-11-17,0.0413694655,-0.01832396,-0.039143692,21,100
Market-Adjusted Model,15590,2022-11-17,0.2591179395,0.3125196886,0.1786047823,21,100
Market-Adjusted Model,15593,2022-11-17,0.0569845231,-0.024545435,-0.023528634,21,100
Market-Adjusted Model,15597,2022-11-17,0.1250830713,0.0486241837,0.0445699141,21,100
Market-Adjusted Model,15605,2022-11-17,0.1456042709,0.0578577478,0.0650911137,21,100
Market-Adjusted Model,15610,2022-11-17,0.1500781182,0.0617864603,0.069564961,21,100
Market-Adjusted Model,15613,2022-11-17,0.0533717812,-0.007138878,-0.027141376,21,100
Market-Adjusted Model,15615,2022-11-17,0.3943722244,0.3190790091,0.3138590672,21,100
Market-Adjusted Model,15618,2022-11-17,0.032318316,-0.048381876,-0.048194841,21,100
Market-Adjusted Model,15623,2022-11-17,0.0981671166,0.0170450594,0.0176539594,21,100
Market-Adjusted Model,15626,2022-11-17,0.0786019826,-0.001861075,-0.001911175,21,100
Market-Adjusted Model,15627,2022-11-17,0.2275140449,0.134391305,0.1470008878,21,100
Market-Adjusted Model,15629,2022-11-17,0.0470389857,-0.034241083,-0.033474172,21,100
Market-Adjusted Model,15631,2022-11-17,0.02758801,-0.020869835,-0.052925147,21,100
Market-Adjusted Model,15634,2022-11-17,0.1252739801,0.0419396341,0.0447608229,21,100
Market-Adjusted Model,15635,2022-11-17,0.1306264706,0.0453882643,0.0501133134,21,100
Market-Adjusted Model,15636,2022-11-17,0.0522876104,-0.001264562,-0.028225547,21,100
Market-Adjusted Model,15639,2022-11-17,0.4714286004,0.3829401803,0.3909154433,21,100
Market-Adjusted Model,15642,2022-11-17,-0.020942378,-0.073768519,-0.101455536,21,100
Market-Adjusted Model,15643,2022-11-17,0.4843029516,0.3729606456,0.4037897944,21,100
Market-Adjusted Model,15645,2022-11-17,1.0833335053,0.7119655082,1.0028203482,21,100
Market-Adjusted Model,15646,2022-11-17,-0.170263073,-0.237461645,-0.25077623,21,100
Market-Adjusted Model,15649,2022-11-17,0.0866759099,0.0051708187,0.0061627527,21,100
Market-Adjusted Model,15650,2022-11-17,0.0553558993,-0.023086687,-0.025157258,21,100
Market-Adjusted Model,15651,2022-11-17,-0.032350157,-0.110303334,-0.112863314,21,100
Market-Adjusted Model,15653,2022-11-17,-0.052741993,-0.116895879,-0.13325515,21,100
Market-Adjusted Model,15654,2022-11-17,0.0574505789,-0.00603509,-0.023062578,21,100
Market-Adjusted Model,15655,2022-11-17,0.1290203441,0.0434344321,0.0485071869,21,100
Market-Adjusted Model,15656,2022-11-17,-0.112499992,-0.180596347,-0.193013149,21,100
Market-Adjusted Model,15657,2022-11-17,0.0808458636,0.0000631105,0.0003327065,21,100
Market-Adjusted Model,15658,2022-11-17,0.0008251038,-0.062602427,-0.079688053,21,100
Market-Adjusted Model,15662,2022-11-17,0.1948052191,0.1230007873,0.1142920619,21,100
Market-Adjusted Model,15663,2022-11-17,0.0712358179,-0.009114564,-0.009277339,21,100
Market-Adjusted Model,15664,2022-11-17,-0.39960031,-0.477903366,-0.480113467,21,100
Market-Adjusted Model,15666,2022-11-17,-0.011477741,-0.09094388,-0.091990898,21,100
Market-Adjusted Model,15673,2022-11-17,0.120032788,0.0352404896,0.0395196308,21,100
Market-Adjusted Model,15674,2022-11-17,0.1305099141,0.0448252225,0.0499967569,21,100
Market-Adjusted Model,15677,2022-11-17,0.13627488,0.0502964889,0.0557617228,21,100
Market-Adjusted Model,15678,2022-11-17,0.081886151,0.0008295224,0.0013729938,21,100
Market-Adjusted Model,15680,2022-11-17,-0.06175199,-0.142619083,-0.142265147,21,100
Market-Adjusted Model,15681,2022-11-17,0.0019380235,-0.079080221,-0.079267105,20,100
Market-Adjusted Model,15685,2022-11-17,0.0786138343,-0.002871198,-0.001899323,21,100
Market-Adjusted Model,15686,2022-11-17,0.0874532402,0.0059879426,0.006940083,21,100
Market-Adjusted Model,15687,2022-11-17,0.0879241459,0.0067766906,0.0074109887,21,100
Market-Adjusted Model,15694,2022-11-17,0.3397509093,0.2249883664,0.2592377522,21,100
Market-Adjusted Model,15695,2022-11-17,0.1351671243,0.050456353,0.0546539671,21,100
Market-Adjusted Model,15696,2022-11-17,0.0774567588,-0.00395192,-0.003056398,21,100
Market-Adjusted Model,15697,2022-11-17,0.0860910322,0.0053872557,0.005577875,21,100
Market-Adjusted Model,15698,2022-11-17,0.0855190614,0.0044044316,0.0050059043,21,100
Market-Adjusted Model,15699,2022-11-17,0.0871244209,0.0059318637,0.0066112637,21,100
Market-Adjusted Model,15702,2022-11-17,0.1553941439,0.0721825144,0.0748809868,21,100
Market-Adjusted Model,15707,2022-11-17,0.1921428949,0.1022823676,0.1116297377,21,100
Market-Adjusted Model,15718,2022-11-17,0.1184452178,0.0367459694,0.0379320606,21,100
Market-Adjusted Model,15719,2022-11-17,0.0543393051,-0.025626246,-0.026173852,21,100
Market-Adjusted Model,15720,2022-11-17,0.1124915695,0.0304198641,0.0319784123,21,100
Market-Adjusted Model,15724,2022-11-17,0.190597448,0.0973749979,0.1100842908,21,100
Market-Adjusted Model,15725,2022-11-17,0.0416851329,-0.038494727,-0.038828024,21,100
Market-Adjusted Model,15726,2022-11-17,0.0596949463,-0.020330667,-0.020818211,21,100
Market-Adjusted Model,15729,2022-11-17,-0.043295642,-0.120450047,-0.123808799,21,100
Market-Adjusted Model,15731,2022-11-17,0.0810810565,-0.000046963,0.0005678993,21,100
Market-Adjusted Model,15732,2022-11-17,0.0912910204,0.011419982,0.0107778632,21,100
Market-Adjusted Model,15735,2022-11-17,0.1826296062,0.0914711543,0.102116449,21,100
Market-Adjusted Model,15775,2022-11-17,0.0961791206,0.0208207663,0.0156659634,21,100
Market-Adjusted Model,15776,2022-11-17,0.0229202336,0.0506425939,-0.057592924,21,100
Market-Adjusted Model,15778,2022-11-17,0.0210169775,-0.055256384,-0.05949618,21,100
Market-Adjusted Model,15779,2022-11-17,0.3464567424,0.2770654049,0.2659435852,21,100
Market-Adjusted Model,15782,2022-11-17,0.1683550362,0.0811192063,0.087841879,21,100
Market-Adjusted Model,15784,2022-11-17,0.9289939496,0.6594412063,0.8484807924,21,100
Market-Adjusted Model,15785,2022-11-17,0.0171205696,-0.056508293,-0.063392588,21,100
Market-Adjusted Model,15787,2022-11-17,-0.018656752,-0.051505181,-0.099169909,21,100
Market-Adjusted Model,15789,2022-11-17,0.1217940085,0.0523267544,0.0412808514,21,100
Market-Adjusted Model,15791,2022-11-17,-0.341917014,-0.46464204,-0.422430171,21,100
Market-Adjusted Model,15793,2022-11-17,0.1156648955,0.0455778832,0.0351517383,21,100
Market-Adjusted Model,15795,2022-11-17,0.150965692,0.1170477883,0.0704525348,21,100
Market-Adjusted Model,15796,2022-11-17,0.1207627553,0.0492700601,0.0402495981,21,100
Market-Adjusted Model,15802,2022-11-17,0.007067324,-0.067119814,-0.073445833,21,100
Market-Adjusted Model,15814,2022-11-17,0.081329172,-0.000228466,0.0008160148,21,100
Market-Adjusted Model,15815,2022-11-17,0.1262091385,0.0411425789,0.0456959813,21,100
Market-Adjusted Model,15817,2022-11-17,0.095534243,0.0139887925,0.0150210858,21,100
Market-Adjusted Model,15823,2022-11-17,0.1360152948,0.0501219173,0.0555021377,21,100
Market-Adjusted Model,15826,2022-11-17,0.2478038265,0.1784097719,0.1672906693,21,100
Market-Adjusted Model,15830,2022-11-17,0.096316763,0.0137739407,0.0158036058,21,100
Market-Adjusted Model,15831,2022-11-17,0.5227722968,0.420039168,0.4422591396,21,100
Market-Adjusted Model,15833,2022-11-17,-0.173913084,-0.263988928,-0.254426242,21,100
Market-Adjusted Model,15837,2022-11-17,-0.211560639,-0.295128298,-0.292073796,21,100
Market-Adjusted Model,15838,2022-11-17,0.0570199943,-0.022572351,-0.023493163,21,100
Market-Adjusted Model,15839,2022-11-17,0.0478019919,-0.032918572,-0.032711165,21,100
Market-Adjusted Model,15840,2022-11-17,0.0508033051,-0.024292614,-0.029709852,21,100
Market-Adjusted Model,15842,2022-11-17,0.1291097032,0.0437881937,0.048596546,21,100
Market-Adjusted Model,15845,2022-11-17,0.081951864,0.0036581836,0.0014387068,21,100
Market-Adjusted Model,15846,2022-11-17,-0.034313694,-0.107539492,-0.114826851,21,100
Market-Adjusted Model,15847,2022-11-17,0.026298899,-0.038837142,-0.054214258,21,100
Market-Adjusted Model,15848,2022-11-17,0.274305534,0.1833452931,0.1937923768,21,97
Market-Adjusted Model,15850,2022-11-17,0.0640576343,0.0049838286,-0.016455523,21,100
Market-Adjusted Model,15853,2022-11-17,0.0674073977,-0.01239403,-0.01310576,21,100
Market-Adjusted Model,15854,2022-11-17,-0.019900025,-0.077615303,-0.100413182,21,100
Market-Adjusted Model,15855,2022-11-17,0.0772782783,-0.004097212,-0.003234879,21,100
Market-Adjusted Model,15856,2022-11-17,0.2033581436,0.123123869,0.1228449865,21,100
Market-Adjusted Model,15857,2022-11-17,-0.132231475,-0.173213505,-0.212744632,21,100
Market-Adjusted Model,15859,2022-11-17,0.0664009364,-0.013118768,-0.014112221,21,100
Market-Adjusted Model,15860,2022-11-17,-0.020134208,-0.097216925,-0.100647365,21,100
Market-Adjusted Model,15862,2022-11-17,-0.215827308,-0.290678895,-0.296340465,21,100
Market-Adjusted Model,15863,2022-11-17,-0.281267998,-0.3570134,-0.361781156,21,100
Market-Adjusted Model,15884,2022-11-17,0.240234386,0.1443413221,0.1597212288,21,100
Market-Adjusted Model,15887,2022-11-17,0.0850627498,0.0019455311,0.0045495926,21,100
Market-Adjusted Model,15888,2022-11-17,0.0753130766,-0.003196288,-0.005200081,21,100
Market-Adjusted Model,15889,2022-11-17,0.0902020451,0.0079646017,0.0096888879,21,100
Market-Adjusted Model,15890,2022-11-17,0.0818566963,0.0006323921,0.0013435391,21,100
Market-Adjusted Model,15891,2022-11-17,0.086860979,0.0053036469,0.0063478218,21,100
Market-Adjusted Model,15892,2022-11-17,0.0882450413,0.0067342068,0.0077318841,21,100
Market-Adjusted Model,15896,2022-11-17,0.6093635958,0.5098477566,0.5288504386,21,100
Market-Adjusted Model,15902,2022-11-17,-0.299888857,-0.419072636,-0.380402014,21,100
Market-Adjusted Model,15903,2022-11-17,0.0759144,-0.006143751,-0.004598757,21,100
Market-Adjusted Model,15904,2022-11-17,-0.176815898,-0.237350311,-0.257329055,21,100
Market-Adjusted Model,15906,2022-11-17,0.073220959,-0.006836933,-0.007292198,21,100
Market-Adjusted Model,15909,2022-11-17,-0.182134559,-0.200935626,-0.262647717,21,100
Market-Adjusted Model,15912,2022-11-17,0.0242424995,-0.053494655,-0.056270658,21,100
Market-Adjusted Model,15913,2022-11-17,0.1185184922,0.0404318633,0.038005335,21,100
Market-Adjusted Model,15914,2022-11-17,-0.086792451,-0.153070385,-0.167305608,21,100
Market-Adjusted Model,15919,2022-11-17,0.0883437396,0.0161565107,0.0078305824,21,100
Market-Adjusted Model,15920,2022-11-17,0.1402478584,0.0541605504,0.0597347012,21,100
Market-Adjusted Model,15922,2022-11-17,-0.042950518,-0.122686648,-0.123463675,21,100
Market-Adjusted Model,15927,2022-11-17,0.039314349,-0.039552426,-0.041198808,21,100
Market-Adjusted Model,15930,2022-11-17,0.0353049465,-0.045415825,-0.045208211,21,100
Market-Adjusted Model,15936,2022-11-17,0.1313120534,0.0614907296,0.0507988962,21,100
Market-Adjusted Model,15937,2022-11-17,-0.204809964,-0.27523245,-0.285323121,21,100
Market-Adjusted Model,15943,2022-11-17,-0.014243758,-0.088940677,-0.094756915,21,100
Market-Adjusted Model,15945,2022-11-17,0.0843209673,0.0048609645,0.0038078102,21,100
Market-Adjusted Model,15946,2022-11-17,0.086189576,0.007544781,0.0056764188,21,100
Market-Adjusted Model,15948,2022-11-17,0.088145483,0.0075130696,0.0076323258,21,100
Market-Adjusted Model,15950,2022-11-17,-7.43949E-10,-0.075409417,-0.080513158,21,100
Market-Adjusted Model,15960,2022-11-17,0.1806921652,0.1071429915,0.100179008,21,100
Market-Adjusted Model,15961,2022-11-17,0.181159432,0.1234914977,0.1006462748,21,100
Market-Adjusted Model,15965,2022-11-17,0.0110418851,-0.069223189,-0.069471272,21,100
Market-Adjusted Model,15969,2022-11-17,0.5588914799,0.4067008707,0.4783783227,21,100
Market-Adjusted Model,15971,2022-11-17,-0.029045712,-0.097258311,-0.109558869,21,100
Market-Adjusted Model,15972,2022-11-17,0.0979887015,0.0159354289,0.0174755443,21,100
Market-Adjusted Model,15973,2022-11-17,0.0782582987,-0.003565051,-0.002254858,21,100
Market-Adjusted Model,15976,2022-11-17,0.0952381112,0.0207127957,0.0147249541,21,100
Market-Adjusted Model,15977,2022-11-17,0.1304280916,0.0446689163,0.0499149344,21,100
Market-Adjusted Model,15978,2022-11-17,0.1064814866,0.0262812527,0.0259683295,21,100
Market-Adjusted Model,15979,2022-11-17,0.1199194316,0.0351195252,0.0394062745,21,100
Market-Adjusted Model,15980,2022-11-17,0.4208000262,0.2908069232,0.340286869,21,100
Market-Adjusted Model,15981,2022-11-17,0.1299330885,0.0489753107,0.0494199313,21,100
Market-Adjusted Model,15984,2022-11-17,0.0905561576,0.0144287074,0.0100430004,21,100
Market-Adjusted Model,15985,2022-11-17,0.158553996,0.0700160079,0.0780408388,21,100
Market-Adjusted Model,15986,2022-11-17,0.1157663655,0.0318122326,0.0352532083,21,100
Market-Adjusted Model,15994,2022-11-17,0.0699309831,-0.010066596,-0.010582174,21,100
Market-Adjusted Model,15995,2022-11-17,0.0086206897,-0.041154911,-0.071892467,21,100
Market-Adjusted Model,15996,2022-11-17,0.0724544696,-0.005684434,-0.008058688,21,100
Market-Adjusted Model,15997,2022-11-17,0.0851827924,0.0068814169,0.0046696353,21,100
